"party","levels_of_party","race","gender","education","state_of_residence","president_voted_for","immigration_importance","environment_importance","gay_rights_importance","health_care_importance","climate_change_importance","abortion_importance","racial_equality_importance","gender_equality_importance","legality_abortion","gay_marriage","police_racial_bias","global_warming","religion_importance","age_group","ideology"
1,2,2,1,3,55,1,3,2,3,2,1,3,1,1,2,1,2,1,2,"4","3"
2,7,1,2,2,53,2,1,2,3,1,2,3,3,3,2,1,1,2,2,"5","2"
1,2,1,2,3,53,1,2,1,3,2,1,2,1,2,1,2,2,1,3,"4","3"
1,1,1,2,4,55,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"5","1"
1,1,1,1,2,47,1,2,2,3,1,2,2,2,2,2,2,2,1,1,"5","3"
3,3,1,2,6,26,1,2,1,1,1,1,1,1,1,1,1,1,2,1,"5","3"
3,3,3,1,2,21,1,3,1,2,1,1,3,2,3,1,1,2,2,2,"5","1"
2,7,1,2,2,48,NA,1,3,4,1,3,2,4,2,2,2,1,2,1,"4","2"
2,6,1,1,2,47,NA,3,1,4,2,4,1,1,2,3,2,2,4,2,"3","3"
2,6,1,1,6,13,6,2,3,3,3,3,1,2,3,2,1,8,2,1,"5","3"
2,7,1,1,6,24,2,1,2,3,2,3,2,2,3,2,2,1,4,1,"5","2"
2,6,3,1,6,12,2,3,4,4,1,4,2,3,4,3,2,1,3,1,"4","2"
1,1,3,1,3,48,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
3,5,1,2,5,29,2,1,2,2,1,2,1,1,2,2,8,1,2,1,"5","3"
1,1,2,2,4,45,1,1,1,4,1,1,2,1,1,2,2,2,1,1,"3","3"
2,6,1,2,3,19,2,1,1,3,1,1,3,1,2,2,8,1,2,1,"4","2"
2,7,1,1,3,6,2,1,2,4,2,4,2,4,4,2,2,1,3,2,"5","2"
3,5,1,2,2,53,2,2,3,4,2,4,2,3,4,1,2,1,1,1,"3","2"
3,5,1,1,5,36,2,1,1,1,1,1,1,1,1,2,1,1,3,3,"5","2"
3,3,1,1,5,42,1,2,1,2,1,1,4,2,2,1,1,2,1,4,"4","1"
3,3,1,2,2,48,1,1,1,1,1,1,1,1,1,1,1,2,1,2,"5","3"
3,4,2,2,5,13,3,4,2,4,4,4,1,1,2,2,2,2,3,1,"2","2"
1,1,1,2,6,39,1,2,1,1,1,2,1,2,1,2,1,1,1,1,"4","3"
3,4,1,2,4,6,2,1,3,4,2,4,2,3,4,2,2,1,4,2,"4","2"
1,1,1,2,6,36,1,1,1,2,1,1,3,3,1,1,1,2,1,3,"4","1"
2,6,1,2,3,29,2,1,2,4,1,3,3,4,4,2,2,8,5,1,"4","3"
2,7,1,2,5,12,2,1,2,4,4,4,1,3,4,3,2,1,4,1,"4","2"
2,6,1,2,2,39,NA,1,1,2,1,1,2,1,1,2,1,1,1,2,"4","2"
3,3,1,1,6,36,2,1,4,4,2,4,1,3,4,3,2,1,3,1,"4","2"
3,4,1,2,3,25,2,NA,2,NA,NA,3,2,NA,2,2,1,1,3,2,"4","3"
1,1,1,2,3,23,1,2,2,2,2,2,2,2,2,1,1,2,1,2,"5","3"
1,1,1,1,2,21,1,1,4,4,1,4,1,4,4,2,2,1,4,2,"4","1"
2,6,1,2,3,6,1,1,1,1,1,1,2,1,1,1,2,1,1,1,"5","3"
3,3,1,1,4,24,1,2,1,3,1,2,1,2,2,2,8,1,1,2,"5","3"
1,1,3,1,3,6,1,2,2,3,1,2,1,1,1,1,8,1,3,1,"5","1"
2,7,1,1,3,6,2,3,2,4,1,4,1,3,4,3,2,1,3,1,"4","2"
1,1,1,2,3,42,1,2,2,4,1,2,2,2,2,2,2,2,1,2,"4","3"
2,6,1,2,5,36,2,1,2,1,1,2,2,1,2,2,1,1,2,1,"4","3"
3,3,1,2,6,6,1,1,1,2,1,1,1,1,1,2,1,2,1,1,"2","1"
1,2,1,2,6,15,1,2,1,1,1,1,4,1,1,1,1,8,1,4,"4","3"
1,1,1,2,2,17,NA,3,1,2,1,1,4,1,1,1,1,2,1,4,"4","1"
3,5,1,1,2,39,2,1,4,4,2,4,2,3,3,3,8,1,4,1,"3","2"
1,2,1,2,3,48,1,2,2,1,2,2,1,1,1,1,1,2,2,3,"4","3"
3,5,1,1,6,49,1,3,1,1,1,1,3,1,1,2,1,2,4,2,"4","3"
3,5,1,2,5,39,2,1,3,4,1,4,1,3,4,3,2,1,4,1,"4","2"
3,3,2,2,6,13,1,2,2,2,1,1,1,1,1,1,8,2,1,1,"2","3"
1,1,1,2,3,9,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"5","3"
3,3,1,1,6,13,1,2,2,2,1,2,3,2,2,2,1,1,1,1,"3","3"
2,7,1,2,4,26,2,1,1,2,1,2,1,1,1,2,2,1,2,1,"4","3"
1,1,2,2,3,24,1,1,1,1,1,1,1,1,1,1,2,2,1,1,"4","4"
3,4,1,2,3,25,1,1,1,1,1,1,1,4,1,1,1,2,1,1,"4","1"
4,5,1,1,3,36,3,2,2,3,1,3,4,3,3,2,1,1,2,4,"3","3"
2,7,1,1,4,32,2,1,2,4,1,3,1,4,4,2,2,1,3,2,"5","2"
1,1,2,2,5,36,1,3,2,4,1,2,3,2,4,1,8,2,2,3,"4","2"
1,1,3,1,2,48,1,2,2,3,1,2,2,1,1,1,2,1,1,1,"5","3"
1,2,1,2,3,36,2,1,3,3,1,4,2,3,3,2,NA,1,4,1,"4","2"
2,6,1,1,2,22,NA,3,4,4,2,4,1,2,3,3,2,1,3,1,"4","2"
3,4,1,1,4,37,1,2,2,2,1,2,2,2,2,1,1,2,2,2,"4","3"
2,7,1,2,2,18,2,1,3,3,2,4,1,2,4,2,8,1,4,2,"5","2"
5,4,1,2,4,12,2,1,2,1,1,1,2,1,1,2,1,1,1,1,"5","1"
2,7,1,1,6,13,2,1,4,4,1,4,3,4,4,2,2,1,4,1,"3","2"
2,7,1,1,2,29,2,1,1,4,1,4,1,4,4,3,2,1,4,1,"4","2"
3,5,1,1,2,39,2,1,3,4,2,4,3,3,3,2,2,1,3,2,"4","3"
2,7,1,1,5,49,5,1,2,4,1,3,3,2,3,2,2,1,2,1,"4","3"
2,7,1,2,3,12,2,1,4,4,1,4,1,3,3,2,2,2,4,1,"3","2"
3,4,1,1,5,30,2,1,4,4,1,4,2,4,4,2,2,1,3,2,"4","3"
3,4,1,1,6,9,1,1,1,1,1,1,2,1,1,2,1,2,1,2,"4","3"
3,5,1,1,5,10,2,1,3,4,1,3,3,NA,4,2,2,1,2,2,"4","3"
1,1,1,1,2,12,1,2,1,1,1,1,1,2,2,2,1,1,1,4,"4","3"
1,2,1,1,5,36,4,3,2,1,1,2,2,1,2,1,1,2,1,4,"2","1"
2,7,1,1,3,29,2,2,2,4,1,3,1,2,2,3,2,1,4,1,"4","2"
3,5,6,2,3,6,2,NA,2,4,2,2,1,2,4,2,2,1,NA,1,"5","2"
3,4,1,1,6,42,2,1,2,4,1,3,4,1,4,2,1,8,5,2,"4","3"
1,2,4,1,5,6,1,2,1,1,1,1,1,1,1,1,1,2,1,4,"4","1"
3,4,7,1,3,31,2,1,2,2,2,4,4,4,2,2,2,1,4,1,"4","2"
1,1,1,2,4,27,1,1,1,1,1,1,2,1,1,1,1,2,1,1,"5","1"
2,7,1,1,5,53,2,1,2,4,3,4,1,2,3,2,2,1,4,1,"4","2"
2,7,1,2,2,42,2,2,1,1,1,3,1,2,1,1,1,8,5,1,"5","4"
3,3,1,2,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,4,"4","3"
3,3,1,1,6,6,1,2,2,2,1,2,3,2,2,2,8,8,2,1,"5","3"
1,1,1,2,2,53,1,1,2,1,1,2,1,1,1,1,1,1,2,4,"5","3"
2,7,1,1,5,12,2,1,4,4,2,4,4,4,4,1,1,1,4,4,"3","2"
2,7,1,2,2,27,2,2,3,2,1,3,1,1,1,2,2,8,3,1,"5","2"
1,1,2,1,1,24,1,3,1,4,1,1,3,1,4,2,2,2,1,1,"5","3"
2,7,1,1,3,2,6,2,2,2,2,3,3,1,2,2,1,1,2,1,"2","2"
2,6,1,1,6,34,6,1,3,4,3,4,1,3,4,3,2,1,3,1,"4","2"
3,8,1,2,2,12,2,1,1,3,1,2,3,2,1,2,1,1,2,1,"4","2"
2,7,1,1,3,39,2,2,3,3,2,2,3,1,1,1,1,2,2,4,"5","2"
1,2,1,2,4,19,1,2,2,2,1,3,2,2,2,1,1,1,2,2,"4","1"
2,7,1,1,2,54,6,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,5,1,"2","2"
1,1,1,2,3,39,1,2,1,2,1,1,1,1,1,1,1,2,1,2,"5","3"
2,7,1,2,5,51,2,1,4,1,1,4,1,3,3,3,2,1,2,1,"2","2"
2,7,1,1,5,26,2,1,1,2,1,1,2,1,2,2,1,1,2,3,"4","3"
3,5,1,2,5,18,2,1,2,2,1,2,3,3,3,1,1,1,2,2,"4","3"
1,1,1,1,4,27,1,1,1,1,1,1,1,1,1,1,1,8,1,4,"5","3"
2,7,1,2,4,49,5,2,2,4,3,3,2,3,3,2,2,1,2,1,"1","2"
1,1,1,1,3,41,1,1,1,3,1,2,2,3,2,1,1,1,1,4,"5","3"
1,2,1,2,4,45,2,1,2,4,2,2,2,2,3,2,2,1,1,1,"4","1"
1,2,1,2,2,4,3,1,1,4,1,4,2,4,4,2,2,1,1,2,"5","3"
3,4,1,1,6,36,1,3,1,1,1,1,1,1,2,1,1,1,2,2,"4","3"
2,7,1,2,5,33,6,2,3,4,3,4,2,2,2,2,1,1,4,4,"4","2"
2,7,1,1,2,42,2,1,3,1,1,3,3,2,1,8,8,1,2,2,"4","2"
2,7,1,2,4,34,2,2,2,2,1,3,2,2,2,2,8,NA,3,3,"4","2"
2,7,1,1,2,40,3,2,4,4,1,4,1,3,4,3,2,1,4,1,"1","2"
1,1,1,2,6,26,1,3,1,1,1,1,2,1,1,1,1,2,1,3,"2","1"
3,5,1,1,4,53,2,1,2,4,2,3,4,2,3,2,2,1,2,2,"5","2"
2,6,1,2,2,12,2,NA,1,3,1,1,1,1,1,2,8,8,1,1,"5","2"
3,5,6,1,6,4,2,2,2,4,2,3,3,4,4,2,2,1,2,1,"4","3"
1,1,1,2,5,25,1,1,1,1,1,1,1,1,1,3,1,1,1,3,"5","1"
1,1,2,1,3,36,1,2,1,2,1,2,1,1,1,1,1,2,1,2,"5","3"
3,3,1,2,5,26,1,2,2,2,2,2,2,1,1,1,1,2,2,3,"2","3"
3,5,5,2,5,26,2,NA,1,1,1,4,1,2,1,2,1,1,4,4,"3","2"
1,2,1,2,2,54,7,2,2,3,1,2,2,2,1,2,2,1,2,1,"5","3"
1,1,1,2,3,29,1,2,1,2,1,1,1,1,1,1,1,1,1,3,"5","1"
2,7,1,2,4,39,2,1,2,4,1,3,1,2,1,3,2,1,3,2,"4","2"
1,1,1,2,2,17,1,1,2,1,1,2,2,1,1,1,1,1,2,2,"4","3"
5,4,1,2,1,48,2,1,2,2,1,1,1,2,2,8,8,2,2,3,"5","3"
2,7,1,2,3,6,2,1,4,4,1,4,4,3,4,2,2,2,4,2,"5","2"
1,1,2,2,3,12,1,4,1,4,1,1,1,1,3,2,2,2,1,1,"5","4"
1,1,1,1,3,17,1,3,1,2,1,1,1,1,1,1,1,2,1,4,"4","1"
2,6,1,2,5,41,2,3,3,3,3,3,3,4,3,2,2,8,3,1,"2","3"
2,7,1,1,2,13,2,2,2,4,1,2,2,2,3,3,2,1,2,2,"2","2"
2,6,1,1,3,42,2,1,2,3,2,3,1,3,3,2,2,1,2,2,"4","2"
2,7,1,1,5,12,2,1,2,4,1,3,1,2,2,2,2,1,2,1,"5","2"
2,7,1,1,3,23,2,1,2,3,2,2,2,3,3,2,1,1,2,4,"4","2"
1,1,2,2,3,31,1,1,2,4,1,2,3,1,2,2,2,2,2,2,"4","2"
2,6,1,2,5,17,2,2,2,2,1,2,3,1,2,2,8,1,2,2,"4","3"
1,1,3,1,3,48,1,1,1,2,1,1,3,1,2,2,1,2,1,3,"5","1"
1,2,1,2,6,34,1,2,1,4,1,1,2,2,4,2,2,2,1,2,"4","3"
3,5,1,1,4,1,2,1,2,4,1,3,2,3,3,8,2,1,5,4,"3","2"
2,6,1,2,2,42,2,1,1,3,1,1,2,2,2,2,8,1,1,1,"3","2"
3,3,1,2,5,36,1,1,1,1,1,1,2,1,1,2,1,2,1,2,"4","1"
3,5,1,2,2,39,2,1,2,2,1,3,3,3,3,2,1,1,3,3,"4","2"
2,6,1,1,4,36,3,2,3,4,2,3,1,2,2,3,2,1,2,1,"1","2"
2,6,5,2,5,36,1,2,2,2,1,2,1,1,1,1,2,2,2,2,"3","3"
2,7,1,1,6,21,2,1,2,4,1,4,1,1,2,8,2,1,4,1,"3","2"
1,1,1,1,4,42,1,3,2,2,1,1,1,2,2,1,1,2,1,3,"4","1"
1,1,1,2,3,12,1,2,2,2,1,2,2,2,1,2,1,2,1,4,"3","1"
1,1,1,1,6,49,1,2,1,1,1,1,2,1,1,1,1,2,1,3,"2","1"
3,4,1,2,6,36,2,1,1,1,1,3,3,1,1,2,1,1,3,1,"5","3"
1,1,1,1,6,53,1,2,1,2,1,1,2,2,2,1,1,2,1,3,"2","1"
2,6,1,2,6,25,2,1,1,3,1,2,1,3,1,2,1,1,5,1,"5","3"
1,2,1,2,6,51,1,1,1,2,1,2,1,1,2,1,1,2,1,4,"3","1"
1,2,1,1,2,12,2,1,2,1,1,2,2,1,1,2,1,1,2,3,"4","3"
2,6,1,1,6,51,1,2,3,3,2,3,3,2,2,2,2,1,3,2,"4","3"
3,4,1,1,1,12,4,3,1,1,1,1,3,1,1,2,1,2,1,4,"4","3"
1,1,1,2,2,29,1,2,2,2,1,2,1,2,2,2,8,1,2,3,"5","3"
3,4,1,2,2,26,2,1,1,2,1,1,1,2,2,1,1,1,2,3,"4","3"
1,2,1,2,2,32,2,1,1,2,1,2,2,1,1,2,2,1,2,1,"5","3"
1,1,1,2,1,6,1,2,1,1,1,2,2,1,1,1,1,2,1,3,"5","1"
2,7,1,1,2,13,2,1,3,4,2,4,4,4,4,2,2,1,4,3,"4","2"
3,5,1,2,6,12,2,3,2,2,1,2,2,2,3,8,1,8,5,2,"3","3"
1,1,1,2,6,12,1,3,1,2,1,2,3,3,1,1,1,2,1,4,"4","1"
3,5,1,1,3,17,3,NA,NA,1,1,3,NA,2,2,2,1,1,2,3,"3","3"
3,5,1,2,5,36,2,2,2,2,1,2,1,2,3,3,8,1,5,1,"4","3"
2,7,1,1,3,18,2,2,1,2,1,2,3,2,2,2,8,1,2,4,"1","2"
2,6,1,2,6,12,2,2,1,4,3,4,1,4,4,2,2,1,3,1,"4","2"
2,7,1,2,2,34,2,3,4,4,1,3,3,2,3,2,2,1,3,1,"5","2"
2,7,1,1,3,12,2,1,2,4,1,3,2,2,4,2,2,1,2,2,"4","2"
2,7,3,1,2,12,2,2,4,4,2,4,2,4,4,3,2,1,3,2,"4","2"
3,5,1,1,6,25,2,2,3,3,1,3,1,3,2,3,8,1,2,1,"5","2"
3,5,1,1,5,47,2,NA,2,4,1,3,1,2,3,3,2,1,2,1,"5","2"
3,3,2,1,3,13,NA,2,1,2,1,1,3,1,1,2,1,2,1,2,"5","3"
3,4,1,1,2,13,NA,2,2,1,1,2,2,2,2,1,1,2,1,1,"4","1"
2,6,1,1,2,12,2,1,1,2,1,2,1,1,2,1,1,1,2,1,"5","2"
2,7,1,1,6,42,2,2,2,4,1,4,1,2,2,3,2,1,4,1,"4","2"
3,4,1,2,2,39,1,2,2,4,2,2,4,4,3,2,1,1,2,2,"4","3"
2,6,1,1,3,48,2,1,2,3,1,3,1,1,1,2,8,1,4,1,"3","2"
2,7,1,2,1,6,2,1,2,2,1,2,3,3,2,1,8,1,5,3,"5","2"
3,4,1,2,6,12,2,1,2,NA,NA,4,NA,NA,3,1,1,1,4,4,"3","3"
3,4,1,2,2,50,2,2,3,2,1,3,3,3,2,2,1,2,2,3,"4","2"
3,3,3,2,3,8,2,3,1,3,2,1,2,1,2,1,8,1,1,1,"4","2"
3,4,1,2,1,32,2,2,3,3,1,3,3,4,3,2,2,8,2,2,"4","3"
2,7,1,1,3,48,2,2,1,3,1,2,1,1,2,2,2,1,2,1,"5","2"
1,2,1,2,5,6,1,2,2,2,1,2,1,2,1,1,1,2,1,4,"4","1"
2,7,1,1,3,22,2,1,4,2,1,4,1,2,3,2,1,1,3,1,"3","2"
3,8,1,2,5,37,1,1,2,1,1,2,2,1,2,8,1,8,5,3,"4","3"
2,6,1,1,2,51,2,1,2,2,1,2,3,2,1,8,1,1,5,3,"5","3"
1,1,1,2,3,12,1,2,1,1,2,1,2,1,1,8,1,8,1,1,"4","3"
3,5,1,1,4,34,2,2,2,3,2,4,2,3,4,2,2,1,2,2,"4","2"
1,2,2,1,5,13,1,1,2,2,1,1,3,1,1,2,1,2,1,3,"5","3"
5,4,1,2,2,39,NA,3,1,2,1,1,3,1,1,2,1,1,2,1,"4","4"
1,1,2,2,4,1,1,1,1,2,1,1,1,1,1,1,8,2,1,1,"4","1"
3,4,1,1,3,23,2,1,3,3,1,3,2,2,3,2,1,1,2,3,"4","2"
2,6,1,1,4,6,2,2,2,2,2,3,2,2,2,2,8,1,3,2,"5","3"
3,3,1,1,6,27,1,2,2,2,1,1,3,2,3,1,1,1,1,2,"5","3"
1,2,1,1,6,6,NA,3,3,3,3,3,3,3,3,1,1,2,1,3,"1","1"
3,5,1,1,6,1,1,3,1,2,2,1,2,1,2,3,2,1,1,1,"4","3"
3,3,1,2,2,29,1,1,1,1,1,1,2,1,1,1,1,2,1,3,"2","1"
3,4,1,2,4,48,1,2,2,2,2,2,3,2,2,1,1,1,2,4,"4","3"
3,4,7,1,2,13,2,1,2,3,1,4,1,3,3,3,2,1,4,1,"5","2"
2,6,1,2,2,39,1,2,2,1,1,2,2,2,2,2,1,8,2,2,"4","3"
1,1,1,2,4,20,1,1,1,1,1,1,4,1,1,1,1,2,1,1,"5","3"
3,4,1,1,2,25,1,1,2,4,2,2,2,3,3,2,2,1,3,4,"4","2"
3,3,1,2,3,13,2,1,1,3,1,1,2,2,2,1,8,2,2,1,"5","1"
4,5,3,1,2,12,3,1,1,1,1,3,3,1,1,2,1,2,2,1,"1","2"
1,1,1,2,5,26,1,NA,NA,2,1,1,2,NA,NA,1,1,1,1,2,"5","3"
4,4,1,1,6,36,4,2,1,1,1,1,2,1,1,1,1,2,1,1,"4","1"
1,1,1,2,5,12,1,1,1,2,1,1,1,2,2,1,1,8,1,2,"4","3"
3,5,1,1,3,25,2,1,4,3,1,4,4,2,4,8,1,1,4,1,"4","2"
1,1,1,1,5,42,2,1,2,2,1,2,1,2,2,1,1,2,2,2,"4","1"
1,1,1,1,6,26,1,1,1,1,1,1,2,1,1,2,1,2,1,1,"4","3"
1,1,1,2,5,51,1,1,1,1,1,1,1,1,1,1,2,2,1,1,"2","1"
3,4,1,2,3,48,2,1,1,4,1,1,2,2,4,2,2,8,1,1,"5","3"
3,4,1,2,2,18,3,2,2,3,1,2,3,2,1,2,2,2,2,1,"4","3"
3,5,1,2,2,36,2,2,3,4,1,3,4,2,4,1,2,1,2,1,"5","3"
1,2,1,1,5,42,1,3,1,1,1,1,2,1,2,1,1,2,1,4,"1","1"
2,7,1,2,6,18,2,1,1,1,1,1,1,1,3,3,1,2,1,1,"4","1"
2,6,1,1,2,41,2,2,2,4,1,3,4,4,2,8,2,1,5,2,"4","2"
3,4,1,1,3,21,2,2,2,4,2,3,3,2,3,2,1,1,3,2,"4","3"
3,4,1,1,5,25,6,2,3,2,2,3,3,2,3,2,1,1,5,2,"2","3"
1,1,1,2,5,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"5","3"
1,1,2,1,2,42,1,1,1,1,1,1,2,1,1,2,8,2,1,1,"5","1"
1,2,3,2,2,48,1,1,1,1,1,1,1,1,1,1,1,2,1,2,"5","1"
2,7,1,1,6,19,2,2,3,3,2,4,1,2,3,2,1,1,3,2,"2","2"
3,4,1,1,4,17,2,1,3,4,1,3,3,3,4,2,8,2,2,1,"4","3"
3,5,1,2,2,17,4,1,1,1,1,1,2,1,1,2,1,1,2,2,"3","3"
2,7,1,1,6,47,2,2,4,4,1,4,1,4,4,2,2,1,2,1,"4","2"
1,2,1,2,2,17,NA,1,2,1,1,2,2,2,1,1,1,1,1,4,"5","3"
3,4,1,1,4,36,2,1,2,3,2,3,1,2,3,2,8,1,4,1,"5","3"
3,3,1,1,3,47,1,1,2,2,1,2,3,1,2,1,1,2,1,4,"4","3"
1,1,1,2,6,6,1,2,1,2,2,1,2,3,2,8,1,8,5,4,"1","1"
1,1,2,2,2,5,1,2,2,2,1,2,2,1,1,2,2,2,1,1,"5","3"
3,4,3,2,1,12,1,2,1,2,1,2,2,2,2,2,8,8,2,1,"4","1"
3,5,1,1,5,48,2,1,2,2,3,3,3,2,3,1,1,1,3,4,"5","3"
2,6,1,2,3,51,2,2,3,3,2,3,2,3,2,2,8,1,3,2,"3","2"
2,7,1,1,1,13,2,4,4,4,4,4,2,4,4,2,2,1,3,3,"4","3"
2,6,1,2,2,6,2,1,2,2,1,3,2,3,3,2,2,1,2,1,"4","3"
3,5,1,2,3,37,2,1,4,4,1,4,1,1,4,2,2,2,4,2,"5","2"
2,6,1,1,3,6,2,1,2,2,1,3,1,1,1,3,1,1,2,1,"5","2"
1,1,2,2,2,48,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"4","4"
5,4,2,2,3,51,2,1,1,1,1,1,1,1,1,2,2,8,4,1,"5","3"
1,1,1,2,5,17,1,2,2,2,1,2,2,3,2,1,1,2,1,2,"4","1"
1,1,1,1,4,41,2,1,3,3,2,4,3,3,3,2,1,1,3,2,"5","2"
1,2,1,1,5,42,1,2,2,2,1,3,2,1,3,1,1,1,2,1,"5","1"
1,1,2,2,3,6,1,1,1,1,1,1,2,1,1,2,1,2,1,1,"5","1"
1,1,1,2,2,26,1,2,2,2,1,2,2,2,1,8,2,1,1,1,"5","3"
3,5,1,1,5,32,2,1,2,4,1,2,3,2,2,2,2,1,2,2,"5","3"
1,1,3,2,2,48,1,1,1,4,1,1,1,3,1,3,2,1,1,1,"4","2"
1,2,2,2,5,39,1,3,2,2,1,2,1,1,2,1,8,2,2,1,"3","1"
1,2,1,2,2,55,NA,2,2,2,2,3,2,2,2,2,1,1,2,2,"4","3"
3,3,1,2,3,19,2,2,2,3,1,2,3,3,2,2,2,8,2,1,"4","1"
1,1,1,1,2,23,1,2,1,1,1,2,4,1,2,1,1,2,1,3,"4","1"
1,1,1,2,4,51,1,2,1,1,1,2,1,1,1,1,1,2,1,4,"2","1"
2,6,1,2,3,41,2,1,3,3,1,4,3,3,3,1,8,1,3,2,"4","3"
1,1,1,2,6,6,1,3,1,1,1,1,3,1,1,1,1,1,1,3,"3","1"
1,1,2,1,3,26,1,4,1,1,1,1,4,1,1,8,1,2,1,3,"4","1"
2,6,1,2,6,6,1,2,3,2,1,2,1,2,2,1,1,1,2,1,"3","2"
1,2,1,2,2,29,1,2,2,1,1,2,1,1,1,1,1,2,2,2,"2","1"
2,7,1,1,5,34,2,2,3,4,3,4,2,3,4,2,2,1,3,2,"4","2"
3,4,1,2,2,33,1,1,1,4,1,1,3,2,2,2,2,NA,1,1,"5","3"
1,1,1,1,3,42,1,1,1,2,1,NA,1,NA,NA,2,2,1,1,1,"5","3"
1,1,2,2,4,24,1,1,1,1,1,1,1,1,1,8,2,8,2,1,"4","2"
2,6,1,1,5,12,2,1,3,2,2,4,4,3,3,2,1,1,3,2,"5","3"
3,5,1,1,4,40,1,1,2,1,1,2,2,1,1,2,1,1,2,1,"4","3"
2,7,1,1,3,48,2,1,3,4,1,4,1,2,3,2,2,1,3,1,"5","2"
2,7,1,1,5,25,2,1,3,3,2,3,1,1,1,3,8,1,3,1,"5","2"
3,4,1,1,2,39,2,1,3,4,2,4,1,4,4,2,2,8,4,1,"4","2"
3,4,1,2,5,27,5,2,4,3,2,4,1,2,4,3,8,8,3,1,"3","2"
2,6,1,2,6,34,2,1,1,4,1,4,NA,NA,NA,1,2,1,4,4,"5","3"
3,4,1,1,3,12,2,1,2,2,1,2,2,2,2,1,1,2,5,4,"5","3"
2,6,1,1,2,6,2,2,3,3,1,3,4,3,3,2,2,2,4,2,"5","2"
3,4,1,2,2,17,2,2,1,3,1,2,4,1,1,2,2,1,1,2,"4","3"
3,4,1,2,2,36,4,2,1,1,1,1,2,1,1,1,1,2,1,4,"5","1"
3,5,1,1,5,5,2,1,2,2,2,4,1,1,2,3,1,1,4,1,"3","2"
1,1,1,2,6,6,1,1,1,2,1,1,2,1,2,2,8,2,1,1,"4","3"
5,4,6,2,3,6,6,3,3,4,2,4,1,2,4,1,2,2,4,1,"4","2"
4,5,1,1,5,12,2,1,2,3,2,4,2,3,3,2,2,1,2,1,"5","2"
1,2,3,1,4,48,1,2,1,2,1,1,2,1,1,2,2,2,1,1,"4","3"
1,1,1,1,4,27,1,2,1,3,1,2,3,3,2,2,2,1,1,2,"4","3"
2,7,1,1,4,53,2,1,1,3,1,4,2,1,2,2,2,1,4,1,"4","2"
1,2,1,2,5,12,2,1,2,2,1,2,1,2,2,3,1,1,2,2,"4","3"
3,5,1,1,2,26,2,1,2,3,1,3,2,3,3,2,2,1,3,1,"3","3"
3,5,1,2,5,18,2,1,3,3,1,4,2,3,4,2,1,1,4,2,"4","2"
3,3,1,2,5,1,1,2,1,2,1,2,2,1,2,1,1,8,1,4,"4","1"
1,1,1,2,6,20,1,3,2,1,1,2,3,2,1,2,1,2,1,3,"4","1"
1,1,1,2,2,42,2,1,2,3,1,2,2,3,3,2,1,1,1,1,"4","3"
1,1,1,2,3,17,1,4,2,1,1,2,1,1,1,1,1,2,1,4,"3","1"
1,1,2,1,6,36,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"3","1"
1,2,4,2,5,42,4,1,1,1,1,1,1,1,1,2,1,2,1,4,"2","1"
1,1,1,2,3,42,2,1,1,1,1,1,2,1,2,2,1,8,1,1,"5","1"
2,6,1,2,2,18,2,2,3,3,1,4,2,2,3,2,2,1,4,1,"4","2"
5,4,1,2,5,29,2,1,1,4,1,1,3,3,1,2,2,1,1,1,"4","4"
1,1,1,1,1,27,1,1,1,1,2,1,2,1,1,1,1,2,1,4,"4","3"
1,1,2,2,2,42,1,2,2,3,2,2,2,1,1,2,2,2,2,1,"5","1"
1,1,1,1,5,37,1,1,1,1,1,1,2,1,1,2,1,1,1,2,"5","1"
1,2,1,2,2,5,1,2,1,1,1,2,2,1,2,1,1,2,1,2,"5","1"
3,4,1,2,2,12,1,3,2,4,1,2,2,3,3,3,2,1,2,1,"3","3"
5,5,1,2,6,36,2,1,2,3,1,2,4,1,1,1,8,1,2,2,"5","3"
2,6,3,2,5,12,2,2,2,2,1,2,3,2,2,2,1,8,2,3,"4","3"
1,1,1,2,2,12,2,1,1,4,1,1,1,1,1,3,2,2,1,1,"5","3"
3,4,1,1,2,36,2,2,2,3,1,3,2,2,3,3,8,1,5,1,"4","3"
2,6,1,1,1,6,2,1,3,3,1,3,3,2,4,1,2,1,2,1,"5","3"
1,1,3,2,5,36,NA,NA,1,2,NA,2,2,1,NA,2,2,1,2,1,"4","1"
2,7,1,1,4,48,NA,1,2,3,2,4,2,2,2,8,1,8,4,2,"5","2"
2,7,1,1,3,12,2,1,2,4,1,3,1,2,2,2,2,1,2,1,"5","3"
3,8,2,2,3,17,1,4,2,4,1,2,2,1,1,1,1,2,1,3,"4","3"
1,2,2,2,4,28,1,2,2,4,1,4,1,1,1,3,2,2,4,1,"5","2"
1,1,1,2,3,19,1,1,1,1,1,1,1,1,1,1,1,2,1,4,"3","1"
2,6,1,1,4,42,2,3,2,3,2,NA,1,2,NA,3,2,2,2,1,"4","2"
