"party","party.agendas","levels.of.party","race","education","fam.income","state.of.residence","vote.method","president.voted.for","reason.of.voting","immigration.importance","environment.importance","gay.rights.importance","health.care.importance","climate.change.importance","abortion.importance","racial.equality.importance","gender.equality.importance","legality.abortion","gay.marriage","police.racial.bias","global.warming","tax.raise","employment.status","political.viewpoint","religion.importance"
3,2,3,1,2,5,19,1,1,2,NA,1,1,2,1,2,2,NA,1,1,2,1,1,1,3,4
2,1,7,1,3,5,48,2,2,1,1,2,3,1,3,2,4,3,2,8,1,3,2,2,3,2
4,1,5,7,4,1,18,1,2,1,3,2,4,2,4,1,3,4,1,8,1,4,2,4,4,3
2,2,6,1,6,97,4,3,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,4
3,1,3,1,3,9,42,1,2,2,2,2,1,2,2,2,2,1,2,1,8,1,2,6,2,1
2,1,6,1,6,15,11,2,3,NA,1,3,3,3,3,3,3,3,2,1,2,1,2,1,3,3
2,2,6,1,5,6,48,1,2,1,1,2,4,1,4,3,3,4,1,8,1,3,2,1,4,3
2,1,6,1,3,4,21,NA,NA,NA,2,1,2,1,1,1,1,2,2,8,2,1,1,5,2,1
1,1,1,1,2,3,53,3,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,4,1,4
1,1,2,1,3,4,36,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4
4,2,5,1,5,5,36,1,6,NA,3,2,4,2,3,3,3,4,2,2,1,2,1,1,4,2
1,1,1,1,5,7,32,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,2,1
4,1,4,1,6,8,55,2,6,NA,2,3,4,3,4,1,1,1,3,2,1,4,3,1,4,1
3,2,4,6,3,6,48,2,2,2,1,2,4,3,4,2,4,4,2,2,1,4,2,1,5,3
1,2,1,3,3,2,48,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,5,2,3
1,1,2,4,6,11,25,2,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,3,2,4
2,1,7,1,5,11,18,2,2,1,1,3,4,2,4,4,4,4,2,1,1,3,2,1,5,4
1,1,1,1,5,7,4,3,1,1,2,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4
2,1,7,1,6,4,39,1,6,NA,2,3,2,1,4,1,2,2,3,2,2,2,2,2,5,1
3,2,4,5,2,97,34,1,2,1,3,2,3,1,2,2,2,3,2,2,1,3,2,5,3,1
3,1,4,6,6,13,51,1,2,1,2,2,4,2,4,2,4,4,2,2,8,4,2,1,6,1
1,2,2,3,3,12,15,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1
1,2,1,1,3,4,53,3,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,5,3,1
3,1,4,1,5,6,13,2,2,2,2,2,4,2,4,4,4,4,1,2,1,2,2,1,3,2
3,2,4,1,3,11,51,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,3,3,3,3
1,1,1,1,5,9,41,2,1,1,3,1,2,2,1,1,3,2,1,1,2,4,1,5,1,4
3,1,4,1,5,11,48,2,2,1,2,4,4,4,4,1,4,4,3,2,1,4,2,1,5,1
3,1,5,2,5,7,13,2,2,1,2,3,3,2,3,3,3,3,2,8,1,3,2,1,4,1
1,2,1,1,4,2,12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,2,4
1,2,1,1,3,4,41,3,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,5,1,4
3,2,3,1,6,9,17,1,1,1,2,1,1,1,1,4,2,2,1,1,2,1,1,5,3,4
1,2,1,2,4,97,48,2,1,2,1,1,1,2,3,1,2,2,1,1,2,1,1,1,1,2
2,2,7,1,5,11,4,3,2,1,3,4,4,2,4,3,4,4,2,2,1,3,2,5,4,1
2,1,6,1,2,6,42,1,2,1,1,4,4,2,4,4,4,4,2,2,1,4,2,4,4,1
3,2,4,1,3,10,6,3,2,2,1,2,1,1,2,1,1,1,1,1,8,2,2,5,3,1
3,2,4,1,5,7,6,1,2,1,2,4,4,1,4,4,4,4,2,8,1,4,2,1,4,2
3,1,4,1,3,4,48,NA,NA,NA,1,3,4,2,4,2,2,4,1,2,8,4,1,6,5,1
3,1,4,1,1,5,51,1,2,1,1,3,4,1,4,3,3,2,2,2,1,3,2,5,3,2
3,1,3,1,4,7,12,1,1,2,3,1,3,1,1,2,2,2,2,1,1,1,1,7,3,4
1,1,1,1,6,8,25,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,4
3,2,5,1,3,9,6,2,2,1,1,3,2,1,4,4,1,3,2,1,1,4,2,5,4,3
1,2,1,1,3,11,24,2,1,1,2,2,2,1,2,3,2,2,2,1,2,1,1,1,2,1
3,2,5,1,5,97,42,1,2,1,2,3,2,2,4,3,3,3,2,1,1,3,2,4,3,1
4,1,4,1,5,10,41,3,1,2,4,4,2,2,4,1,3,3,1,1,1,2,2,5,3,4
1,2,1,1,3,2,53,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,2
2,1,7,1,3,14,42,1,2,1,1,2,4,1,2,3,2,4,1,2,1,3,2,1,5,2
2,1,6,1,5,97,17,1,3,NA,3,2,2,2,2,2,2,3,2,1,1,1,2,4,4,2
1,2,2,1,6,31,34,1,1,2,3,1,2,1,1,3,1,2,1,1,2,1,1,1,2,3
3,1,4,7,2,97,25,2,2,1,1,2,4,2,4,4,4,4,2,2,1,3,2,1,3,4
3,1,5,4,5,11,51,1,2,2,1,1,2,2,4,2,3,2,2,1,8,3,2,1,4,1
1,1,1,1,4,7,26,1,1,1,3,2,2,1,3,2,3,2,1,1,2,2,1,1,1,1
3,1,4,1,5,97,6,3,3,NA,2,1,3,1,1,3,2,2,2,1,1,1,1,1,3,4
1,2,1,1,2,6,6,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4
1,1,1,1,5,9,24,1,1,1,2,1,2,1,1,3,2,2,2,1,1,1,1,1,3,4
1,2,1,1,4,12,37,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4
3,2,5,1,2,97,13,2,2,1,1,2,4,1,3,2,2,2,2,2,1,4,2,5,3,1
1,1,2,1,2,1,26,3,2,1,1,2,3,1,2,2,2,2,3,2,1,2,1,5,3,2
1,2,1,1,4,5,12,2,1,1,3,1,2,2,1,2,2,2,2,1,2,1,1,2,3,3
3,1,3,1,3,3,47,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4
1,1,1,1,4,1,46,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,6,1,4
1,1,1,1,5,10,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3
1,1,2,6,5,97,51,1,1,2,3,2,3,2,2,1,3,2,1,1,1,1,1,1,3,3
1,2,1,1,3,3,17,3,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,6,1,2
3,2,4,6,6,97,6,3,1,1,2,2,1,2,1,1,1,1,3,1,1,1,1,2,3,4
1,1,1,1,4,7,55,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,3,1
3,1,3,1,4,5,55,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,4
2,2,6,1,3,9,26,1,1,1,3,1,2,1,1,2,2,2,1,1,2,1,1,1,1,3
1,1,1,2,3,12,6,1,1,1,3,2,2,1,3,4,2,2,1,1,1,2,2,1,3,4
3,2,5,1,6,97,8,3,2,1,1,2,2,2,4,3,2,4,2,2,1,4,2,1,3,1
2,2,6,1,4,8,12,2,2,2,2,4,2,3,4,4,2,2,2,1,2,2,2,1,4,1
1,1,2,1,4,5,36,1,2,1,1,3,4,1,4,3,3,3,1,1,8,3,3,7,3,4
1,1,2,1,6,7,53,3,1,1,3,2,1,1,1,3,2,1,2,1,2,1,1,1,2,3
3,1,5,1,2,5,47,2,2,1,1,3,3,1,3,1,2,2,2,2,1,3,1,5,4,3
2,1,6,7,6,7,39,1,3,NA,1,2,3,2,3,2,3,4,2,1,8,5,2,1,3,1
3,1,3,3,5,10,12,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,3,4
1,2,1,1,2,10,51,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,4
1,2,1,1,5,6,36,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3
3,2,4,1,3,3,55,1,1,2,2,2,3,1,2,2,2,2,2,1,1,2,1,2,3,4
3,1,3,1,5,4,37,1,2,2,1,1,3,1,2,3,3,4,2,8,1,2,1,2,3,4
1,1,1,1,5,11,45,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4
2,1,7,1,2,7,18,2,2,1,1,3,3,1,4,1,2,2,2,2,1,4,3,2,4,1
3,1,3,1,6,12,53,3,4,NA,2,2,3,1,1,4,3,3,2,1,1,1,1,1,3,4
1,1,2,1,6,12,17,2,1,1,2,1,1,2,1,1,1,3,2,1,2,1,1,1,3,2
1,1,1,1,6,11,6,3,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,5,3,4
3,2,3,1,2,97,26,3,1,1,2,2,2,1,2,1,2,2,1,1,8,2,1,5,3,1
1,2,1,1,5,7,12,2,1,1,3,1,2,1,1,3,3,4,1,1,1,1,1,1,2,3
2,2,7,1,2,9,27,1,2,2,4,4,4,4,4,1,4,4,3,2,1,4,2,1,5,1
3,2,3,1,4,2,5,2,1,2,1,1,2,1,1,3,2,1,1,1,2,1,1,6,2,2
2,1,7,1,5,12,26,1,2,1,1,4,4,2,4,1,4,4,2,2,1,4,2,1,5,2
3,2,3,1,3,4,24,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,3,2
2,1,6,1,3,7,37,2,2,1,1,2,4,2,4,4,3,3,2,2,1,4,3,5,4,3
1,1,2,1,5,97,26,1,1,2,2,1,4,1,1,3,2,1,1,8,1,1,1,5,3,1
1,1,2,7,3,4,6,1,1,2,2,1,4,2,1,3,3,3,1,1,1,1,1,2,2,4
2,1,6,1,5,11,39,3,6,NA,3,2,2,2,4,1,2,4,3,2,1,2,2,2,5,1
3,2,5,1,5,97,12,2,2,2,2,2,3,2,3,3,3,4,2,1,2,2,1,5,5,4
3,1,5,1,4,97,42,1,2,2,1,2,2,1,4,3,2,3,2,2,2,2,1,1,4,2
3,1,5,6,5,6,17,2,2,1,1,3,3,1,3,3,3,3,2,2,1,3,2,1,3,1
1,2,1,1,6,1,39,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,4
3,2,4,1,2,11,30,3,2,1,1,1,4,1,3,1,1,1,2,2,1,3,1,4,4,1
1,2,1,2,2,2,39,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,5,1,1
3,2,4,1,6,97,6,3,2,1,1,4,4,2,4,4,3,4,2,2,1,3,2,1,3,4
3,2,4,1,6,97,51,1,3,NA,2,4,3,1,4,2,2,4,1,1,2,5,2,1,4,4
1,2,2,1,1,6,48,3,7,NA,1,2,1,1,2,2,3,1,1,1,1,1,1,5,3,4
1,1,1,1,2,97,6,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,5,2,4
3,1,5,1,5,9,5,2,2,1,1,3,3,1,4,2,2,3,3,2,1,4,2,1,5,1
1,2,1,1,4,7,51,2,1,2,2,2,3,1,2,3,2,3,1,1,2,1,1,2,1,2
1,1,2,1,6,13,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2
1,1,2,1,2,10,17,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
1,1,1,1,2,2,17,1,1,1,1,3,3,1,3,3,2,3,1,2,1,2,1,5,3,1
3,1,3,1,6,97,8,3,1,1,4,1,2,1,1,4,2,2,2,1,2,1,1,1,3,2
3,2,4,1,6,11,45,1,3,NA,2,2,3,2,2,3,4,2,1,1,1,1,2,1,3,4
2,1,7,1,5,9,4,3,2,1,1,2,4,1,2,1,3,3,2,2,1,2,2,1,3,3
3,2,3,1,6,97,17,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,5,3,3
1,1,1,1,3,8,42,1,1,2,3,1,4,1,2,3,2,2,2,1,2,1,1,1,2,1
3,2,3,2,5,8,24,1,1,2,3,1,1,1,1,4,2,1,2,1,2,1,1,1,3,4
1,1,2,2,6,97,12,3,1,1,3,4,3,2,4,2,1,1,1,1,2,1,3,1,3,1
3,2,5,1,6,31,54,1,2,1,1,4,4,1,4,4,4,4,2,1,1,4,2,1,4,1
3,2,5,1,3,9,55,NA,NA,NA,2,2,3,1,3,2,3,3,2,1,1,2,2,1,4,2
3,2,3,2,6,97,17,2,1,1,3,2,3,1,3,3,1,2,2,1,8,2,3,1,3,2
1,2,1,1,3,9,40,3,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,5,3,4
1,1,1,1,2,9,47,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,5,2,4
1,2,1,1,6,11,36,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,5,2,2
2,1,7,1,3,10,6,3,2,1,1,2,3,1,3,1,2,2,3,8,1,4,1,5,4,1
1,2,1,1,5,3,26,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1,1,1,1,6,11,34,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,3,2
4,2,5,1,2,6,26,1,2,1,2,4,4,2,4,1,3,3,3,2,1,4,2,9,5,3
1,1,1,1,5,7,48,2,1,1,3,1,2,2,1,4,2,2,2,1,2,1,1,1,1,4
3,1,3,1,3,10,17,2,1,2,2,1,2,1,2,3,2,2,1,1,2,1,1,1,3,4
3,2,5,1,2,3,37,1,2,1,1,1,3,1,1,2,2,3,2,2,1,1,2,4,3,2
2,2,6,1,6,13,47,2,1,1,3,1,3,1,1,4,2,3,1,1,2,1,1,2,3,2
1,1,1,1,5,7,4,3,1,1,1,1,2,1,1,4,2,2,3,1,2,1,1,1,3,4
3,2,5,1,3,3,29,1,2,1,1,3,2,1,1,1,2,2,2,8,1,4,3,4,4,1
2,1,7,3,4,9,48,2,2,1,1,4,4,1,4,4,4,4,2,2,1,4,2,1,5,3
1,1,1,1,6,13,25,2,1,1,3,1,3,1,1,4,2,3,2,1,2,1,2,1,2,4
3,2,5,1,3,7,53,3,2,2,1,2,2,1,2,1,3,3,2,1,1,2,2,5,3,1
1,2,1,1,2,6,18,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,5,2,2
1,1,2,3,6,3,12,2,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,2
2,2,6,1,6,15,6,3,2,2,1,3,3,2,4,3,3,3,2,1,1,3,2,2,4,4
1,1,1,1,5,10,18,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,3
2,2,7,1,6,13,6,1,2,2,1,2,3,2,3,3,2,3,2,8,1,3,2,5,4,4
3,2,4,1,2,4,55,NA,NA,NA,4,1,2,1,1,1,2,2,1,1,2,1,1,5,3,4
3,2,4,1,3,7,6,3,2,2,1,4,4,1,4,4,4,4,2,2,1,2,1,5,3,4
3,2,3,7,4,6,6,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,3,1
2,1,6,1,6,8,6,3,2,1,1,1,1,1,2,4,1,1,1,1,1,1,2,5,3,4
2,1,7,1,2,2,41,3,2,1,1,2,4,1,4,2,4,4,2,2,1,4,1,5,5,4
3,1,3,1,4,6,8,3,1,2,3,1,2,1,1,3,1,2,1,1,2,1,1,1,3,2
1,2,1,1,6,9,32,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,3,4
3,2,3,1,6,9,6,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,4
1,2,2,1,6,97,21,1,1,2,3,2,3,2,2,4,1,2,3,1,2,1,3,4,1,3
1,1,1,1,3,6,6,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,2,3
2,1,7,1,5,6,27,1,2,1,1,3,4,1,4,1,3,4,3,2,1,4,2,1,5,1
3,2,4,1,3,97,17,3,2,2,1,2,3,1,3,2,3,2,1,2,1,4,1,1,4,2
2,1,7,1,6,4,12,NA,NA,NA,2,1,4,2,3,2,3,4,2,2,1,2,2,1,5,2
4,2,3,1,4,5,6,1,1,1,3,1,3,1,1,3,2,2,8,8,2,1,1,2,2,2
3,1,3,6,2,5,6,1,1,1,2,1,2,1,1,1,2,1,3,1,2,1,1,5,3,4
3,2,3,1,2,4,26,1,1,1,3,2,3,1,2,1,2,2,1,1,2,1,1,4,1,4
3,2,3,1,3,4,26,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,1
2,1,7,1,3,7,19,1,2,1,2,2,2,2,3,2,2,2,2,1,1,3,2,9,5,1
3,2,3,1,5,5,25,2,1,2,3,1,3,1,2,2,2,4,2,1,2,1,1,6,2,1
3,2,3,1,5,11,37,2,1,2,3,1,2,1,1,2,2,3,2,1,1,1,3,1,3,3
3,2,4,1,4,4,49,1,5,NA,1,1,1,1,1,2,1,1,8,1,2,1,1,2,3,1
1,2,2,2,6,7,36,1,2,2,2,2,4,2,2,1,1,2,2,2,2,2,1,8,3,1
2,1,6,1,3,7,13,2,2,1,1,2,2,1,4,1,1,2,2,2,1,3,2,5,4,1
3,2,3,2,3,3,48,1,1,1,1,1,2,2,1,3,1,1,2,2,2,1,1,2,3,1
5,2,8,1,5,97,48,1,2,1,1,2,2,1,3,1,2,3,2,1,1,5,3,2,3,1
3,2,4,1,5,8,42,1,2,1,1,2,3,1,2,1,2,2,2,2,1,2,1,1,3,3
3,2,5,1,5,8,25,1,2,1,1,4,1,2,4,3,2,3,2,1,1,1,2,1,4,4
1,2,1,1,5,97,48,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,9,1,4
1,2,1,1,5,11,42,1,1,1,2,2,1,1,1,4,1,1,1,1,2,1,1,1,2,4
3,2,3,1,6,97,18,1,3,NA,1,1,1,1,1,1,1,1,2,8,8,2,3,5,3,1
2,2,7,1,5,9,42,1,2,1,2,2,3,2,4,2,2,3,2,2,2,4,2,1,2,1
2,1,7,1,3,8,12,3,2,1,1,1,1,1,3,3,1,1,2,1,1,3,1,5,5,1
2,2,6,1,2,4,6,1,2,1,1,1,2,1,3,1,2,2,2,1,1,4,2,5,4,3
3,2,4,1,6,6,26,1,2,1,1,2,4,1,3,2,4,3,2,2,1,5,1,1,3,3
3,1,3,1,4,97,8,3,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3
1,1,1,1,3,4,37,3,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,4
1,1,1,1,6,97,25,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3
2,2,6,1,1,5,47,3,2,2,3,2,4,1,3,4,1,3,3,2,1,3,2,5,4,1
1,2,1,2,2,3,37,1,1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,5,1
2,1,6,3,5,12,51,1,2,2,2,3,3,2,3,2,3,3,2,1,1,2,2,1,4,2
3,1,3,1,6,13,17,2,1,2,2,2,2,2,3,3,2,2,1,1,1,2,2,1,3,3
2,1,6,1,4,11,42,1,2,2,1,4,3,2,4,2,4,4,2,2,1,4,2,5,3,2
1,1,2,1,2,5,48,2,1,2,2,NA,2,NA,NA,2,2,3,2,1,2,1,1,5,2,1
2,2,7,1,2,3,42,1,2,1,1,2,4,1,4,4,2,2,2,2,1,4,1,5,4,2
3,1,3,1,4,97,13,1,2,2,2,1,4,2,2,3,3,3,2,2,1,2,3,1,3,3
3,1,5,1,5,12,36,1,3,NA,2,3,3,2,3,3,3,3,1,1,1,1,2,1,3,3
3,1,5,1,4,8,16,2,5,NA,2,2,3,2,3,2,2,2,2,1,8,2,2,1,4,1
1,2,2,1,5,97,48,2,1,1,2,2,3,2,2,3,2,3,2,1,8,1,3,1,3,3
3,2,5,1,3,7,42,1,2,1,2,3,4,1,3,2,3,3,3,2,1,3,2,1,4,1
1,2,2,2,3,8,42,1,1,1,2,1,3,1,1,3,1,1,2,2,2,1,1,5,3,1
2,2,6,1,5,97,48,2,2,2,1,4,3,1,4,2,4,3,3,8,1,4,2,1,5,1
2,1,7,1,5,10,26,1,2,2,1,3,3,2,3,2,2,3,3,2,8,2,3,7,3,1
3,2,3,2,4,8,51,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,3,1
1,2,1,1,3,97,32,2,1,1,3,3,1,2,3,4,1,1,1,1,2,1,1,1,2,4
3,1,4,1,6,15,12,2,2,1,1,2,4,2,2,4,3,3,1,8,2,2,3,5,3,2
3,1,4,1,3,7,48,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,3,4
3,1,4,1,2,97,25,2,2,1,2,4,4,3,4,4,4,4,1,2,2,2,1,9,3,4
3,2,5,1,2,5,48,2,2,1,1,3,4,1,4,2,2,3,2,2,1,3,2,2,4,3
1,2,2,1,6,12,32,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,5,3,3
2,2,6,1,5,11,6,3,2,1,1,2,3,2,4,3,3,4,8,2,1,4,2,1,4,2
1,2,1,2,5,97,48,1,1,2,1,1,2,1,1,1,1,NA,2,1,2,1,1,1,2,3
3,2,3,6,5,97,36,1,1,1,4,1,4,3,2,4,1,1,2,2,2,2,1,1,3,2
1,1,1,3,6,97,4,3,1,1,1,1,4,1,1,2,1,1,2,1,2,1,1,1,3,1
2,2,7,1,2,97,6,3,2,1,1,2,3,1,3,1,2,3,3,2,1,2,3,7,5,1
2,1,6,3,2,11,6,3,1,1,1,2,2,1,2,2,2,1,2,8,8,2,1,1,3,2
1,1,2,4,6,15,12,2,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,3,4
1,2,1,1,5,10,55,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,9,2,4
2,1,7,3,4,11,51,1,2,2,1,4,4,1,4,4,2,4,2,2,1,3,2,1,4,3
3,2,5,6,3,9,6,3,2,1,1,2,4,1,3,3,2,1,2,1,1,2,2,1,3,1
1,2,1,7,6,3,6,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3
4,1,5,7,5,97,34,1,2,2,1,3,4,2,4,4,1,4,2,2,1,4,2,6,4,2
3,1,4,1,2,5,32,2,2,2,1,1,1,1,2,2,3,2,2,1,1,5,1,1,2,4
3,1,5,1,6,10,42,1,1,1,NA,1,3,1,1,4,2,3,2,1,2,1,2,5,3,2
1,1,1,1,2,3,37,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,4
2,1,7,1,5,6,17,1,2,1,1,2,3,1,4,2,3,3,2,2,1,2,3,1,4,2
3,1,3,1,2,4,45,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,3,2
3,1,3,1,3,5,4,3,1,2,2,1,2,1,2,1,2,2,3,1,2,1,1,1,1,3
1,1,1,1,2,8,39,3,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,5,2,3
1,1,1,1,6,97,39,3,1,1,2,1,1,1,1,3,1,1,1,1,2,1,3,2,3,2
1,2,1,1,2,5,17,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,5,2,4
2,2,7,1,3,9,21,1,2,1,1,3,4,3,4,2,2,3,2,2,1,2,2,1,5,2
2,1,6,1,5,5,13,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,3,1
1,2,2,1,4,4,42,1,2,2,1,2,2,1,4,2,2,2,2,1,1,2,2,5,4,1
3,2,5,3,3,97,35,NA,NA,NA,1,1,4,2,1,4,3,3,1,8,1,1,1,6,3,1
1,1,2,1,2,3,42,1,1,2,3,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4
3,2,5,1,5,8,6,3,3,NA,2,2,3,1,2,2,3,3,2,8,2,5,3,1,3,1
2,1,7,1,3,97,34,1,2,1,3,3,NA,2,3,3,2,3,2,2,1,3,3,1,4,1
3,1,5,7,2,97,53,3,2,2,2,3,2,2,2,3,2,2,3,2,2,3,1,2,3,1
2,2,7,1,3,14,4,1,2,1,1,3,4,1,4,4,3,4,2,2,1,2,2,1,5,2
3,2,4,1,3,6,33,1,1,2,4,1,2,1,1,2,1,1,1,1,2,1,1,7,1,4
1,2,2,1,2,5,48,2,7,NA,1,2,4,1,2,4,2,2,3,1,1,2,1,1,2,3
3,1,4,1,6,11,4,3,2,1,1,3,1,1,3,1,1,2,2,2,1,2,3,1,4,1
1,1,2,1,2,5,17,1,1,1,2,2,2,2,3,1,1,2,8,2,2,2,1,5,3,1
2,2,6,3,6,97,6,3,2,2,1,3,1,1,3,1,1,1,2,1,1,4,2,5,4,1
1,1,1,1,5,97,34,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4
3,2,4,1,2,3,53,3,3,NA,1,2,2,1,2,2,1,1,1,8,1,1,1,5,3,1
2,2,6,1,5,10,6,2,6,NA,2,2,2,1,2,3,2,3,2,1,1,2,2,1,3,2
3,1,4,1,5,7,39,1,4,NA,1,1,2,1,1,1,2,2,3,1,2,1,1,6,3,1
2,1,7,1,2,6,24,1,2,1,2,3,4,2,4,2,3,4,3,2,1,3,2,5,5,1
2,2,6,1,4,10,28,2,2,1,2,2,2,2,2,1,2,2,2,2,8,2,3,1,4,1
1,2,1,1,3,2,4,3,6,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,2
1,2,1,4,5,11,6,3,1,1,NA,2,2,2,NA,3,2,2,2,1,2,2,1,5,2,4
3,1,3,1,3,97,53,3,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,3,3
1,1,1,1,5,9,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,2,2
2,2,6,1,3,97,48,NA,NA,NA,1,2,3,1,3,2,2,2,8,2,1,5,2,5,4,2
2,1,6,1,2,4,16,3,2,2,1,2,2,1,3,2,2,2,2,8,1,3,1,7,3,2
3,1,4,1,4,9,53,3,4,NA,3,1,2,1,1,4,2,2,1,1,2,1,1,1,2,4
3,2,4,1,4,97,6,3,2,1,1,3,1,2,2,3,3,1,2,1,1,2,2,5,3,2
1,2,1,1,6,10,53,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
2,1,7,1,3,5,40,1,2,2,1,2,4,1,2,2,4,3,2,2,1,1,3,1,5,1
2,1,7,1,5,16,26,3,2,1,1,2,3,1,2,3,3,3,2,8,1,3,2,1,4,2
3,2,3,2,5,9,48,2,1,1,3,3,4,1,4,3,1,4,1,2,2,3,2,1,3,1
1,2,1,1,6,8,36,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,5,3,1
1,1,1,1,6,13,36,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,3
1,1,1,1,3,2,6,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,5,2,4
3,2,3,1,5,7,6,3,1,1,4,1,2,1,1,1,2,2,1,1,2,1,1,1,3,4
1,1,1,1,6,11,36,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3
3,2,3,7,5,11,37,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3
1,1,2,1,2,97,26,1,1,2,4,1,2,1,1,2,2,2,1,8,1,1,1,5,2,4
2,1,7,1,4,7,41,3,2,1,2,3,4,1,4,4,4,4,2,2,1,2,1,1,5,1
2,2,6,1,5,1,12,3,2,2,1,3,3,1,3,1,1,1,3,2,1,3,2,5,4,1
1,1,1,1,5,97,40,1,1,2,2,1,1,2,1,1,2,1,1,1,8,1,1,1,1,3
1,1,1,2,4,9,13,2,1,1,2,1,4,2,1,2,1,1,1,2,2,2,1,1,1,1
1,1,1,1,3,97,48,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,4,2,1
