"party","party.agendas","levels.of.party","race","education","fam.income","state.of.residence","vote.method","president.voted.for","reason.of.voting","immigration.importance","environment.importance","gay.rights.importance","health.care.importance","climate.change.importance","abortion.importance","racial.equality.importance","gender.equality.importance","legality.abortion","gay.marriage","police.racial.bias","global.warming","tax.raise","employment.status","political.viewpoint","religion.importance"
1,2,2,1,2,4,4,2,1,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,4
2,1,7,1,4,12,55,1,2,2,1,3,4,2,4,1,2,2,3,2,1,4,2,1,5,1
2,2,7,1,6,11,12,2,6,NA,1,2,3,2,3,1,1,3,3,2,1,4,2,1,5,1
1,2,1,1,6,9,17,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1
2,2,7,1,5,6,39,1,2,2,1,1,2,1,2,1,1,2,2,1,1,3,2,4,4,2
1,2,1,2,2,3,23,2,1,2,1,1,4,1,1,4,1,4,2,2,2,1,2,5,5,1
3,1,3,1,6,11,6,3,1,1,3,2,3,2,2,4,3,3,2,2,1,1,1,1,3,3
3,1,4,1,5,7,12,3,2,2,1,2,3,1,3,2,2,2,3,8,1,3,1,1,3,1
3,2,4,7,3,10,29,1,1,2,2,1,1,1,1,3,1,1,1,1,2,1,1,9,3,4
3,2,5,1,5,14,53,3,2,2,1,1,4,1,2,1,2,3,3,2,1,2,2,5,3,1
1,2,1,1,2,4,29,1,1,1,2,1,2,1,1,4,2,1,1,1,2,1,1,5,3,4
3,2,4,1,6,8,16,1,2,2,2,2,4,3,4,3,4,2,2,2,1,2,2,1,3,1
1,2,1,1,3,2,26,3,1,1,1,1,1,1,3,1,1,1,1,1,8,3,1,5,3,1
3,2,5,1,3,8,41,3,2,2,2,2,2,1,3,2,2,2,8,1,1,3,3,5,3,1
2,1,7,1,2,6,29,1,2,1,1,3,3,2,4,3,3,4,2,2,1,3,2,5,4,1
1,2,1,1,5,10,6,3,1,1,2,1,1,1,1,4,1,2,1,1,1,1,1,5,3,4
3,2,4,7,2,9,16,1,2,2,1,2,4,1,4,2,3,4,2,8,8,4,3,1,4,2
1,1,1,1,6,8,42,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,4
2,1,7,3,3,2,12,3,2,2,1,2,1,1,3,1,4,1,1,1,1,4,2,6,5,4
1,2,1,1,5,10,27,1,1,1,3,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2
1,1,2,1,2,3,26,1,1,2,2,1,2,1,2,2,2,2,8,8,8,1,1,6,3,4
3,2,4,1,3,97,17,1,2,1,1,2,3,2,3,3,2,1,2,1,8,2,2,1,4,3
1,1,2,5,2,4,37,NA,NA,NA,2,1,3,1,1,2,1,2,2,2,8,1,1,3,6,1
3,1,5,1,5,10,6,1,6,NA,1,3,2,1,4,1,1,2,2,2,1,4,2,1,5,1
3,2,3,1,2,9,55,1,1,1,4,1,2,1,1,1,1,1,1,1,2,1,1,1,3,4
1,2,1,3,6,97,41,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,5,1,2
1,1,1,1,4,8,6,3,1,2,2,1,2,1,1,4,2,3,2,1,2,1,1,2,3,4
2,2,6,1,3,10,6,1,2,1,1,2,4,1,4,1,3,4,3,2,1,4,2,5,4,1
1,2,2,1,6,13,42,1,1,2,3,1,3,2,2,3,2,2,2,2,1,1,1,1,3,2
2,2,6,1,5,7,8,2,2,2,3,4,2,2,2,1,2,2,3,2,2,4,3,2,5,1
1,1,1,1,5,9,23,3,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,5,3,3
2,1,6,1,3,8,13,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,3,1,4,1
2,1,7,1,2,7,41,NA,NA,NA,4,4,4,1,4,4,4,4,2,1,1,4,2,1,5,4
2,1,7,1,5,1,6,NA,NA,NA,2,1,4,2,2,1,2,2,2,2,1,2,1,2,4,1
4,1,3,1,6,10,26,1,1,2,2,1,2,1,1,3,2,2,1,1,2,1,1,1,1,2
3,2,4,1,5,9,33,1,2,1,1,3,3,1,4,4,3,3,2,1,1,4,1,1,4,2
3,2,4,1,4,8,51,1,2,1,1,2,3,2,4,1,2,4,2,2,1,1,2,5,4,2
3,2,4,1,3,3,16,1,2,2,1,3,3,1,4,2,4,3,2,2,1,3,3,5,4,1
3,2,5,1,3,10,35,2,1,2,2,1,3,1,1,2,3,2,1,1,1,1,1,1,3,3
1,1,2,3,6,9,6,3,1,2,2,1,2,1,2,4,1,1,1,1,2,2,1,1,3,1
1,2,1,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,6,2,4
1,2,1,1,5,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1
2,2,6,6,2,5,48,2,2,2,1,2,3,1,3,3,3,3,2,1,1,4,3,1,4,4
2,2,7,1,2,5,26,1,2,1,1,2,4,1,4,1,2,4,2,2,1,4,2,5,4,2
3,1,4,1,1,2,37,1,2,1,2,1,4,1,3,1,1,1,3,2,1,2,1,6,5,1
1,2,2,1,3,6,17,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,7,1,4
1,2,2,1,2,3,18,2,2,2,1,2,3,1,2,1,2,1,2,8,1,2,1,2,3,2
1,2,1,2,2,7,17,NA,NA,NA,1,2,4,1,1,4,1,2,2,2,2,1,1,5,3,3
1,1,2,1,2,9,39,1,1,1,2,2,3,1,3,3,3,3,1,2,1,2,1,1,4,4
1,2,1,1,2,97,36,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,4
2,2,6,1,5,4,26,1,2,1,3,3,4,1,4,4,3,3,2,8,1,4,2,1,4,3
1,2,1,2,3,6,18,2,1,1,2,1,3,1,2,1,1,2,2,2,2,2,1,1,3,1
2,2,7,1,2,97,42,1,2,2,1,3,4,1,4,1,4,3,2,2,1,5,3,5,5,1
2,1,7,1,3,9,5,1,2,2,1,3,3,1,4,1,4,4,2,2,1,4,3,1,4,2
1,2,2,1,2,7,45,1,1,1,3,1,1,2,2,3,3,2,1,1,1,1,1,1,3,4
1,1,1,1,2,2,36,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,4,3,1
2,1,6,1,5,11,36,1,1,2,NA,1,2,1,NA,NA,2,NA,1,1,8,1,1,1,3,4
3,1,8,1,6,31,39,1,1,2,2,3,2,NA,3,3,2,3,2,1,1,2,2,1,3,2
1,1,2,2,5,7,37,2,1,2,3,3,4,1,3,1,1,1,1,2,2,2,1,1,4,1
1,1,1,1,5,97,48,3,1,1,2,2,3,1,2,1,2,3,2,2,8,2,1,5,3,2
1,2,1,1,2,5,25,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,6,3,2
2,2,6,1,6,10,5,NA,NA,NA,2,2,3,2,3,3,3,3,2,1,1,3,2,1,4,2
2,1,6,1,6,5,2,1,2,1,1,1,1,1,3,1,1,2,3,8,1,2,2,5,3,1
3,2,5,1,4,1,42,1,2,1,4,4,4,1,4,1,2,3,3,2,1,4,3,7,5,1
4,2,5,1,6,10,51,2,2,2,1,4,3,1,4,2,3,4,2,1,1,4,2,1,5,1
2,2,6,1,3,97,37,2,2,1,1,2,2,1,3,1,2,2,2,8,1,4,2,5,4,1
2,2,6,1,4,10,12,3,2,2,1,3,3,1,3,2,4,4,2,1,1,5,1,1,4,2
4,2,5,1,6,97,12,1,2,2,1,2,3,1,4,2,4,4,2,1,1,5,2,4,5,2
3,1,5,1,4,9,31,3,2,2,2,4,3,1,4,4,3,3,2,8,1,4,2,1,3,2
2,2,6,1,2,97,12,2,2,1,1,3,4,2,4,4,4,4,2,8,1,4,2,1,4,3
1,2,2,1,5,97,34,1,1,2,2,2,1,1,2,1,1,1,2,1,2,2,1,2,3,2
2,1,7,3,6,12,51,1,2,2,1,3,4,2,4,2,4,4,2,1,1,2,2,1,5,1
2,1,7,1,2,3,25,1,2,1,2,2,3,2,3,3,2,4,2,1,1,3,2,5,4,2
2,2,7,1,5,9,19,1,2,2,1,3,4,1,4,1,4,4,3,2,1,5,2,1,5,1
3,2,3,1,3,7,18,3,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,5,3,1
3,1,3,1,3,3,34,3,1,1,2,2,2,1,2,2,2,1,1,1,8,1,1,6,3,4
2,1,7,1,5,7,55,2,2,2,1,2,3,1,3,1,1,2,2,8,1,3,3,2,4,2
3,2,5,1,5,11,40,2,2,2,1,3,3,1,4,1,3,3,2,2,1,5,2,1,5,1
1,1,1,1,2,7,25,NA,NA,NA,1,2,4,1,3,2,2,4,1,1,2,2,1,7,2,4
1,2,1,1,1,3,9,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,5,3,1
3,1,4,1,5,10,6,3,6,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,5,2,2
1,2,1,7,4,97,5,2,1,1,3,1,2,1,1,4,1,2,1,1,2,1,1,9,3,4
2,2,7,1,3,9,13,2,2,1,1,2,1,1,4,1,1,2,3,2,1,4,2,9,5,1
1,2,1,1,4,6,26,3,1,1,2,2,2,1,2,2,2,2,2,1,8,2,1,2,3,2
2,2,7,1,2,7,19,2,2,1,1,2,4,1,4,2,3,4,3,2,1,2,3,7,5,1
2,2,7,1,6,10,34,1,2,1,1,3,3,2,3,3,4,4,2,8,1,3,2,5,4,2
2,1,7,1,6,12,12,3,2,2,2,2,4,1,3,1,2,2,2,2,1,2,2,2,4,1
2,1,7,1,5,4,39,1,2,1,1,3,4,1,4,1,3,4,2,2,1,3,1,1,4,1
2,2,7,1,4,5,21,1,2,1,1,4,4,1,4,1,4,4,3,2,1,4,2,1,5,1
1,2,1,1,5,9,19,2,1,1,3,1,1,2,1,3,1,2,1,1,2,1,1,1,1,3
2,2,6,1,2,6,42,1,2,2,1,4,4,1,3,3,2,2,2,2,1,3,2,9,4,2
2,1,7,1,6,11,45,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,2,1,5,1
2,1,7,1,2,4,45,1,2,1,1,1,3,1,2,1,2,1,2,2,2,5,2,5,4,1
1,1,2,2,3,4,13,2,1,2,2,1,2,1,1,2,1,2,8,8,2,1,1,5,2,1
3,2,3,1,5,97,42,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,3
2,1,7,1,2,11,27,3,2,2,1,4,4,1,4,3,4,4,2,2,1,2,2,1,4,3
1,2,1,1,4,8,42,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1
3,1,5,1,6,9,37,1,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,5,3,1
2,1,6,1,6,6,49,3,2,1,3,2,4,3,4,3,2,4,2,2,1,2,2,4,4,1
2,2,6,1,2,97,12,2,2,2,1,4,4,1,4,4,4,4,3,2,1,4,3,5,4,1
1,1,1,1,5,5,8,3,1,1,3,2,2,2,1,2,2,1,1,1,2,1,1,1,1,4
3,2,4,3,6,9,34,3,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,5,3,2
1,2,1,1,6,97,36,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3
1,1,1,1,5,3,28,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2
1,2,1,2,3,2,36,1,1,1,3,3,3,3,3,3,3,3,8,8,8,5,3,1,3,1
1,2,1,1,2,6,25,2,1,1,2,1,3,2,1,2,2,2,3,2,2,2,1,5,2,2
1,1,1,2,2,1,45,1,1,1,NA,NA,NA,1,NA,2,NA,NA,1,1,NA,NA,NA,6,6,2
3,2,4,1,2,7,26,1,2,1,1,1,3,1,1,2,1,2,1,8,1,1,1,5,2,1
3,1,4,6,4,97,53,3,3,NA,2,3,3,1,2,4,2,4,1,1,1,1,2,1,3,4
3,2,5,1,2,9,35,1,2,1,1,4,4,2,4,1,4,4,2,8,1,4,2,5,4,2
3,2,5,1,5,5,6,3,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,5,3,1
2,1,6,1,5,5,48,2,2,1,1,1,1,1,1,1,1,1,2,2,8,2,1,1,5,1
1,1,2,1,3,4,34,1,1,2,2,1,2,1,1,2,2,1,8,1,1,2,1,6,6,2
1,1,2,1,6,13,42,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,3,4
3,2,5,1,5,6,34,1,2,1,1,3,3,1,4,1,1,3,2,8,1,3,2,5,4,1
2,1,6,1,5,14,48,2,2,1,3,2,3,1,3,2,1,2,1,1,1,2,2,2,3,3
4,2,3,7,2,5,39,1,4,NA,2,1,2,2,1,3,1,1,2,1,8,1,1,8,1,4
3,1,5,1,1,5,12,2,2,1,1,2,2,1,2,1,2,2,3,2,1,4,2,5,4,1
1,1,1,1,3,11,18,2,1,2,3,1,2,1,1,3,2,2,2,1,1,1,1,1,1,2
2,2,7,1,2,5,19,3,2,2,2,3,4,2,4,2,3,4,2,2,2,2,1,1,5,2
1,1,2,2,6,97,42,1,1,1,1,2,4,1,1,3,1,1,2,8,2,2,1,5,3,1
3,2,4,1,2,97,48,3,2,1,1,2,4,1,3,4,3,3,2,2,1,3,2,5,3,4
2,1,6,1,4,3,6,3,2,1,2,2,4,2,3,1,3,4,2,2,8,3,3,1,4,1
3,2,3,1,2,3,5,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,5,3,1
1,1,1,1,2,6,51,1,1,1,1,1,3,1,1,2,2,1,2,2,1,1,1,5,3,1
3,1,4,1,5,7,6,3,1,2,2,1,3,1,1,3,1,2,1,1,2,1,1,2,1,4
3,1,5,1,2,97,9,1,6,NA,1,4,4,1,4,1,4,4,3,2,1,2,2,7,5,1
2,2,6,1,4,3,41,3,2,1,2,3,4,1,4,1,2,3,3,2,8,5,1,8,5,1
1,2,2,2,4,6,17,2,2,1,1,2,3,1,2,3,2,2,1,2,2,1,1,1,3,1
3,1,4,1,5,5,6,3,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,3,2
1,2,1,1,2,10,39,2,1,1,2,2,3,1,2,3,1,1,2,1,1,2,1,1,3,1
3,1,3,1,6,10,36,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,9,2,1
2,2,7,1,4,7,22,2,2,1,1,NA,2,NA,NA,NA,NA,NA,2,2,1,3,3,5,4,1
3,1,5,1,6,97,48,2,2,2,1,3,3,2,4,3,3,3,2,2,1,3,2,5,4,1
3,1,5,1,2,9,12,1,2,2,1,3,3,1,4,4,3,3,1,1,1,3,2,1,3,4
3,1,5,3,2,9,29,1,2,1,2,3,2,2,4,2,2,2,2,2,1,2,2,5,4,1
3,2,4,6,5,5,12,3,1,1,2,1,4,2,1,4,1,3,1,1,1,1,1,1,3,2
1,2,1,1,6,5,53,3,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,5,3,1
1,2,2,2,3,3,47,2,1,1,1,1,2,1,1,2,NA,1,8,1,8,5,1,5,4,1
1,2,1,2,4,4,6,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,6,3,1
2,2,7,1,2,4,35,2,2,1,1,2,2,1,3,1,1,1,3,2,8,3,2,5,3,1
2,1,7,1,6,12,8,2,2,1,1,3,3,1,4,4,3,4,1,2,1,3,2,1,4,1
1,1,1,1,2,5,39,3,1,2,1,1,1,1,1,4,1,1,1,1,8,1,1,1,2,2
2,2,6,1,6,11,51,1,3,NA,3,3,2,2,3,3,2,2,1,1,2,2,2,1,3,1
1,2,1,1,4,3,42,1,1,2,3,2,4,2,3,4,1,2,1,1,2,1,1,7,2,1
1,2,2,1,3,7,25,1,3,NA,1,1,1,1,1,1,2,1,1,1,8,5,1,9,3,2
1,2,2,1,2,2,17,1,2,1,1,2,4,1,3,1,2,1,2,2,1,3,1,5,3,2
1,1,2,1,5,12,37,3,1,1,1,1,1,1,1,2,1,1,2,1,2,1,3,7,3,1
1,2,2,1,6,12,51,1,1,1,3,1,2,1,1,1,2,2,2,1,2,1,3,1,3,1
1,2,1,1,1,1,39,NA,NA,NA,1,3,3,1,3,1,2,3,3,1,1,2,1,6,3,1
1,2,1,2,4,6,36,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,2
1,1,2,1,5,3,48,2,1,1,3,1,1,2,1,2,1,1,1,1,2,1,1,1,2,4
2,1,7,1,4,6,48,1,2,1,2,3,4,1,4,1,2,3,3,2,1,4,2,6,4,1
2,1,6,1,2,5,9,1,2,1,2,2,3,1,2,1,2,3,3,2,1,3,1,2,3,2
1,1,2,1,2,4,12,1,3,NA,1,1,3,1,1,3,2,2,2,2,1,1,1,7,3,3
2,2,7,1,6,11,29,1,2,1,1,3,4,2,4,1,4,3,3,2,1,4,2,1,5,1
1,1,1,1,3,2,6,3,1,1,3,1,1,1,1,1,2,2,1,1,2,1,1,6,1,3
2,1,6,1,2,1,24,1,1,1,1,1,2,2,1,2,1,1,2,1,2,3,1,2,6,4
2,2,7,1,5,7,12,NA,NA,NA,1,3,3,2,3,1,3,1,1,1,1,4,1,1,5,3
3,2,5,3,6,31,36,1,2,1,1,4,4,2,4,3,3,3,1,1,1,4,2,1,4,2
2,1,6,1,5,12,27,1,2,1,2,4,4,1,4,3,4,2,1,1,1,4,2,1,5,4
2,2,7,1,6,12,6,3,2,1,1,3,3,1,3,2,3,3,2,2,1,2,2,1,4,1
2,2,7,3,3,97,6,2,2,2,1,4,4,1,4,1,1,1,8,2,8,4,2,1,5,1
1,2,1,1,5,13,25,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4
2,1,7,1,5,10,4,3,2,2,2,3,4,1,4,1,2,2,3,2,1,3,2,1,4,1
4,2,5,3,3,4,8,3,3,NA,2,3,2,2,3,2,2,2,2,1,2,2,2,8,3,3
1,1,2,1,5,6,26,1,3,NA,2,1,2,2,1,3,1,2,2,1,8,1,1,1,2,4
3,1,3,1,3,97,50,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,5,1,4
1,1,1,1,3,3,25,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,6,2,4
1,2,1,2,3,5,12,2,1,1,1,2,4,2,2,2,1,1,2,2,2,5,1,5,6,1
1,2,1,1,5,9,6,3,1,1,2,1,1,2,1,4,1,1,2,1,2,1,1,7,2,3
2,2,7,1,2,4,27,1,2,1,1,4,4,1,4,3,3,3,2,2,8,3,2,5,5,2
2,2,7,1,2,7,53,3,2,2,1,4,2,2,4,1,4,4,3,2,1,3,2,1,5,1
2,2,6,4,5,3,48,NA,NA,NA,1,1,1,2,1,1,1,2,3,2,1,2,2,2,3,3
1,1,1,1,6,12,17,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,4
1,1,1,1,3,4,48,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,5,2,1
1,2,1,1,4,97,34,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,4
3,2,4,3,2,6,12,3,2,1,3,2,4,1,3,4,2,4,1,8,1,2,1,1,3,2
3,2,3,3,3,9,48,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,5,2,4
3,1,4,1,2,6,31,1,2,2,2,3,3,2,3,3,3,3,1,1,1,3,3,5,3,4
3,2,3,1,6,3,26,1,1,2,4,1,3,2,1,2,2,2,1,1,2,1,1,1,2,3
1,1,1,1,5,8,11,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4
1,2,1,1,2,9,29,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,3,1
1,1,1,1,3,7,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4
3,2,4,1,5,11,20,2,6,NA,2,1,2,2,1,2,1,1,2,1,8,1,1,5,3,2
3,1,3,1,5,4,6,1,1,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2
3,1,5,7,3,2,8,2,2,1,1,3,3,2,4,4,2,2,2,1,1,4,2,2,3,4
3,2,5,1,1,3,27,1,2,1,1,3,2,1,3,1,3,3,2,2,1,2,2,5,4,1
4,2,5,1,6,11,48,2,3,NA,2,3,3,2,3,3,3,3,2,1,1,1,2,1,4,2
1,2,2,2,2,6,6,1,1,2,3,1,1,1,1,4,1,1,1,1,2,1,1,7,1,4
3,1,4,3,5,3,34,1,3,NA,2,1,2,1,2,2,1,1,2,8,8,2,1,4,3,2
1,1,2,1,4,6,55,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,5,6,1
2,1,7,1,4,1,10,1,2,2,2,3,4,1,3,1,2,3,3,2,1,2,1,6,4,1
1,1,2,2,3,97,55,1,1,1,3,2,3,2,1,3,1,1,2,1,2,1,1,5,3,2
2,1,7,1,2,4,53,3,2,1,1,2,3,1,2,3,3,3,2,1,1,2,2,2,4,2
1,2,2,1,3,1,53,3,1,1,2,1,3,2,1,2,1,2,1,2,2,1,1,5,3,3
1,2,1,1,4,5,55,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,2,1
1,1,1,1,2,9,47,2,1,2,2,2,3,1,2,2,2,2,2,2,2,1,1,5,3,1
3,1,3,1,6,12,26,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,5,3,1
3,2,3,3,2,6,21,1,1,1,3,1,2,1,1,3,2,3,1,1,2,2,1,5,2,2
2,1,7,1,2,1,48,NA,NA,NA,1,3,4,1,3,2,4,2,2,2,1,2,2,7,5,1
2,2,6,1,2,9,47,NA,NA,NA,3,1,4,2,4,1,1,2,3,2,2,4,2,1,3,2
2,2,6,1,6,10,13,1,6,NA,2,3,3,3,3,1,2,3,2,1,8,2,1,5,3,1
2,2,7,1,6,9,24,1,2,1,1,2,3,2,3,2,2,3,2,2,1,4,2,5,4,1
2,1,6,3,6,11,12,3,2,2,3,4,4,1,4,2,3,4,3,2,1,3,2,1,4,1
1,1,1,3,3,97,48,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,4
3,2,5,1,5,97,29,1,2,1,1,2,2,1,2,1,1,2,2,8,1,2,2,5,3,1
1,2,1,2,4,97,45,2,1,2,1,1,4,1,1,2,1,1,2,2,2,1,1,1,3,1
2,2,6,1,3,5,19,2,2,1,1,1,3,1,1,3,1,2,2,8,1,2,1,6,4,1
2,2,7,1,3,3,6,3,2,1,1,2,4,2,4,2,4,4,2,2,1,3,2,5,4,2
3,1,5,1,2,8,53,3,2,1,2,3,4,2,4,2,3,4,1,2,1,1,2,7,4,1
3,1,5,1,5,97,36,1,2,2,1,1,1,1,1,1,1,1,2,1,1,3,1,5,4,3
3,1,3,1,5,8,42,1,1,2,2,1,2,1,1,4,2,2,1,1,2,1,1,1,2,4
3,1,3,1,2,97,48,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,2
3,1,4,2,5,5,13,1,3,NA,4,2,4,4,4,1,1,2,2,2,2,3,3,4,4,1
1,2,1,1,6,10,39,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,5,3,1
3,1,4,1,4,97,6,3,2,1,1,3,4,2,4,2,3,4,2,2,1,4,2,1,5,2
1,2,1,1,6,12,36,1,1,1,1,1,2,1,1,3,3,1,1,1,2,1,2,1,2,3
2,1,6,1,3,97,29,1,2,1,1,2,4,1,3,3,4,4,2,2,8,5,3,1,3,1
2,1,7,1,5,7,12,2,2,1,1,2,4,4,4,1,3,4,3,2,1,4,2,1,5,1
2,1,6,1,2,5,39,NA,NA,NA,1,1,2,1,1,2,1,1,2,1,1,1,1,5,4,2
3,2,3,1,6,8,36,1,2,2,1,4,4,2,4,1,3,4,3,2,1,3,2,1,4,1
3,2,4,1,3,11,25,1,2,1,NA,2,NA,NA,3,2,NA,2,2,1,1,3,1,1,3,2
1,1,1,1,3,4,23,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,7,3,2
1,1,1,1,2,8,21,1,1,1,1,4,4,1,4,1,4,4,2,2,1,4,1,1,2,2
2,1,6,1,3,3,6,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5,3,1
3,2,3,1,4,7,24,2,1,1,2,1,3,1,2,1,2,2,2,8,1,1,1,1,3,2
1,2,1,3,3,8,6,1,1,1,2,2,3,1,2,1,1,1,1,8,1,3,1,5,2,1
2,2,7,1,3,3,6,3,2,1,3,2,4,1,4,1,3,4,3,2,1,3,2,4,5,1
1,2,1,1,3,6,42,1,1,1,2,2,4,1,2,2,2,2,2,2,2,1,1,7,3,2
2,1,6,1,5,3,36,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,3,1
3,1,3,1,6,5,6,3,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1
1,2,2,1,6,97,15,2,1,1,2,1,1,1,1,4,1,1,1,1,8,1,1,5,3,4
1,1,1,1,2,6,17,NA,NA,NA,3,1,2,1,1,4,1,1,1,1,2,1,1,6,1,4
3,2,5,1,2,10,39,1,2,2,1,4,4,2,4,2,3,3,3,8,1,4,2,1,4,1
1,1,2,1,3,3,48,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,4,3,3
3,1,5,1,6,13,49,3,1,1,3,1,1,1,1,3,1,1,2,1,2,4,1,1,3,2
3,2,5,1,5,9,39,1,2,2,1,3,4,1,4,1,3,4,3,2,1,4,2,1,4,1
3,1,3,2,6,12,13,2,1,1,2,2,2,1,1,1,1,1,1,8,2,1,1,8,3,1
1,1,1,1,3,97,9,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1
3,2,3,1,6,9,13,2,1,1,2,2,2,1,2,3,2,2,2,1,1,1,1,1,3,1
2,1,7,1,4,5,26,3,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,5,3,1
1,1,1,2,3,3,24,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,6,6,1
3,1,4,1,3,3,25,1,1,2,1,1,1,1,1,1,4,1,1,1,2,1,1,6,1,1
4,1,5,1,3,10,36,1,3,NA,2,2,3,1,3,4,3,3,2,1,1,2,2,2,3,4
2,2,7,1,4,10,32,1,2,1,1,2,4,1,3,1,4,4,2,2,1,3,2,5,5,2
1,2,1,2,5,3,36,1,1,2,3,2,4,1,2,3,2,4,1,8,2,2,1,6,4,3
1,1,1,3,2,7,48,3,1,1,2,2,3,1,2,2,1,1,1,2,1,1,3,5,3,1
1,1,2,1,3,8,36,1,2,1,1,3,3,1,4,2,3,3,2,NA,1,4,2,1,4,1
2,1,6,1,2,6,22,NA,NA,NA,3,4,4,2,4,1,2,3,3,2,1,3,1,1,4,1
3,2,4,1,4,2,37,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,3,2
2,1,7,1,2,3,18,3,2,1,1,3,3,2,4,1,2,4,2,8,1,4,3,5,5,2
5,2,4,1,4,11,12,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1
2,1,7,1,6,97,13,2,2,1,1,4,4,1,4,3,4,4,2,2,1,4,2,6,5,1
2,2,7,1,2,7,29,1,2,1,1,1,4,1,4,1,4,4,3,2,1,4,2,1,5,1
3,1,5,1,2,7,39,2,2,1,1,3,4,2,4,3,3,3,2,2,1,3,2,1,3,2
2,2,7,1,5,10,49,1,5,NA,1,2,4,1,3,3,2,3,2,2,1,2,2,4,3,1
2,2,7,1,3,3,12,1,2,2,1,4,4,1,4,1,3,3,2,2,2,4,2,2,5,1
3,2,4,1,5,1,30,3,2,2,1,4,4,1,4,2,4,4,2,2,1,3,2,5,3,2
3,1,4,1,6,11,9,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,5,3,2
3,1,5,1,5,11,10,1,2,1,1,3,4,1,3,3,NA,4,2,2,1,2,2,1,3,2
1,1,1,1,2,11,12,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,3,4
1,1,2,1,5,9,36,1,4,NA,3,2,1,1,2,2,1,2,1,1,2,1,1,1,1,4
2,2,7,1,3,11,29,1,2,1,2,2,4,1,3,1,2,2,3,2,1,4,2,1,4,1
